catchment,network,year,mmwr_year,mmwr_week,age_category,sex,race,cumulative_rate,weekly_rate,derived_date
Michigan,IHSP,2020-21,2020,14,65-74 yr,Overall,Overall,95.6,54.9,2020-04-01
Maryland,EIP,2020-21,2020,14,65-74 yr,Overall,Overall,49.7,29.4,2020-04-01
Ohio,IHSP,2020-21,2020,14,65-74 yr,Overall,Overall,27.9,12,2020-04-01
Minnesota,EIP,2020-21,2020,14,65-74 yr,Overall,Overall,11.5,7.1,2020-04-01
New Mexico,EIP,2020-21,2020,14,65-74 yr,Overall,Overall,10.9,5.1,2020-04-01
New York,EIP,2020-21,2020,14,65-74 yr,Overall,Overall,42.8,19.4,2020-04-01
Oregon,EIP,2020-21,2020,14,65-74 yr,Overall,Overall,22.9,11.2,2020-04-01
Tennessee,EIP,2020-21,2020,14,65-74 yr,Overall,Overall,51,20.7,2020-04-01
Utah,IHSP,2020-21,2020,14,65-74 yr,Overall,Overall,10,1.3,2020-04-01
Minnesota,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,20.8,9.3,2020-04-08
Ohio,IHSP,2020-21,2020,15,65-74 yr,Overall,Overall,37.6,9.7,2020-04-08
New York,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,58.3,15.5,2020-04-08
New Mexico,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,17.4,6.5,2020-04-08
Utah,IHSP,2020-21,2020,15,65-74 yr,Overall,Overall,15,5,2020-04-08
California,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,30.3,7.3,2020-04-08
Georgia,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,105.9,19.6,2020-04-08
Connecticut,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,222.1,84.8,2020-04-08
Colorado,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,130.4,36.3,2020-04-08
Michigan,IHSP,2020-21,2020,15,65-74 yr,Overall,Overall,134.7,39.1,2020-04-08
Maryland,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,82.4,32.8,2020-04-08
Tennessee,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,67.5,16.5,2020-04-08
Oregon,EIP,2020-21,2020,15,65-74 yr,Overall,Overall,28.2,5.3,2020-04-08
Iowa,IHSP,2020-21,2020,15,65-74 yr,Overall,Overall,7.8,7.8,2020-04-08
Minnesota,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,35,14.1,2020-04-15
California,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,39.7,9.4,2020-04-15
Colorado,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,162.8,32.4,2020-04-15
Georgia,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,128.3,22.5,2020-04-15
Connecticut,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,306.9,84.8,2020-04-15
Ohio,IHSP,2020-21,2020,16,65-74 yr,Overall,Overall,49.6,12,2020-04-15
New York,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,75.6,17.3,2020-04-15
New Mexico,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,25.4,8,2020-04-15
Oregon,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,38.8,10.6,2020-04-15
Tennessee,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,76.5,9,2020-04-15
Utah,IHSP,2020-21,2020,16,65-74 yr,Overall,Overall,18.8,3.8,2020-04-15
Iowa,IHSP,2020-21,2020,16,65-74 yr,Overall,Overall,31.1,23.4,2020-04-15
Maryland,EIP,2020-21,2020,16,65-74 yr,Overall,Overall,117.2,34.7,2020-04-15
Michigan,IHSP,2020-21,2020,16,65-74 yr,Overall,Overall,168,33.3,2020-04-15
Minnesota,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,50.2,15.3,2020-04-22
Ohio,IHSP,2020-21,2020,17,65-74 yr,Overall,Overall,62.7,13.1,2020-04-22
New York,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,86.4,10.8,2020-04-22
Iowa,IHSP,2020-21,2020,17,65-74 yr,Overall,Overall,70.1,38.9,2020-04-22
Michigan,IHSP,2020-21,2020,17,65-74 yr,Overall,Overall,181.3,13.3,2020-04-22
Maryland,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,155.6,38.5,2020-04-22
New Mexico,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,32,6.5,2020-04-22
Utah,IHSP,2020-21,2020,17,65-74 yr,Overall,Overall,31.3,12.5,2020-04-22
Tennessee,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,90.3,13.8,2020-04-22
Oregon,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,48.8,10,2020-04-22
California,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,44.9,5.2,2020-04-22
Colorado,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,195.2,32.4,2020-04-22
Georgia,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,151.4,23.1,2020-04-22
Connecticut,EIP,2020-21,2020,17,65-74 yr,Overall,Overall,373.6,66.7,2020-04-22
Georgia,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,170.3,18.9,2020-04-29
Colorado,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,220.3,25,2020-04-29
Connecticut,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,431.8,58.1,2020-04-29
California,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,50,5.2,2020-04-29
Minnesota,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,70,19.7,2020-04-29
New Mexico,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,38.5,6.5,2020-04-29
New York,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,95.9,9.5,2020-04-29
Ohio,IHSP,2020-21,2020,18,65-74 yr,Overall,Overall,74.6,12,2020-04-29
Michigan,IHSP,2020-21,2020,18,65-74 yr,Overall,Overall,189.6,8.3,2020-04-29
Oregon,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,54.1,5.3,2020-04-29
Tennessee,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,105.5,15.2,2020-04-29
Utah,IHSP,2020-21,2020,18,65-74 yr,Overall,Overall,46.4,15,2020-04-29
Iowa,IHSP,2020-21,2020,18,65-74 yr,Overall,Overall,101.2,31.1,2020-04-29
Maryland,EIP,2020-21,2020,18,65-74 yr,Overall,Overall,198.2,42.6,2020-04-29
Minnesota,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,89.3,19.3,2020-05-06
California,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,53.7,3.6,2020-05-06
Colorado,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,238.8,18.6,2020-05-06
Ohio,IHSP,2020-21,2020,19,65-74 yr,Overall,Overall,86,11.4,2020-05-06
New York,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,104.5,8.6,2020-05-06
New Mexico,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,49.4,10.9,2020-05-06
Utah,IHSP,2020-21,2020,19,65-74 yr,Overall,Overall,56.4,10,2020-05-06
Tennessee,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,119.2,13.8,2020-05-06
Oregon,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,57.1,2.9,2020-05-06
Michigan,IHSP,2020-21,2020,19,65-74 yr,Overall,Overall,197.1,7.5,2020-05-06
Maryland,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,229.7,31.5,2020-05-06
Iowa,IHSP,2020-21,2020,19,65-74 yr,Overall,Overall,124.6,23.4,2020-05-06
Georgia,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,186.4,16,2020-05-06
Connecticut,EIP,2020-21,2020,19,65-74 yr,Overall,Overall,482.3,50.5,2020-05-06
California,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,57.6,3.9,2020-05-13
Colorado,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,253.1,14.3,2020-05-13
Connecticut,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,520.4,38.1,2020-05-13
Georgia,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,199.8,13.5,2020-05-13
Iowa,IHSP,2020-21,2020,20,65-74 yr,Overall,Overall,155.7,31.1,2020-05-13
Maryland,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,253.2,23.5,2020-05-13
Michigan,IHSP,2020-21,2020,20,65-74 yr,Overall,Overall,207.1,10,2020-05-13
Oregon,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,58.8,1.8,2020-05-13
Minnesota,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,115.7,26.4,2020-05-13
Ohio,IHSP,2020-21,2020,20,65-74 yr,Overall,Overall,97.4,11.4,2020-05-13
New Mexico,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,55.9,6.5,2020-05-13
New York,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,117,12.5,2020-05-13
Tennessee,EIP,2020-21,2020,20,65-74 yr,Overall,Overall,125.4,6.2,2020-05-13
Utah,IHSP,2020-21,2020,20,65-74 yr,Overall,Overall,62.7,6.3,2020-05-13
Minnesota,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,141.4,25.7,2020-05-20
Ohio,IHSP,2020-21,2020,21,65-74 yr,Overall,Overall,108.2,10.8,2020-05-20
New York,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,133,16,2020-05-20
New Mexico,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,60.3,4.4,2020-05-20
Utah,IHSP,2020-21,2020,21,65-74 yr,Overall,Overall,85.2,22.6,2020-05-20
Tennessee,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,133,7.6,2020-05-20
Georgia,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,209.5,9.6,2020-05-20
California,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,60.7,3,2020-05-20
Colorado,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,263,9.9,2020-05-20
Connecticut,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,538.5,18.1,2020-05-20
Iowa,IHSP,2020-21,2020,21,65-74 yr,Overall,Overall,179.1,23.4,2020-05-20
Oregon,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,61.2,2.4,2020-05-20
Michigan,IHSP,2020-21,2020,21,65-74 yr,Overall,Overall,207.9,0.8,2020-05-20
Maryland,EIP,2020-21,2020,21,65-74 yr,Overall,Overall,279.4,26.2,2020-05-20
Minnesota,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,159.3,17.9,2020-05-27
California,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,65.5,4.9,2020-05-27
Colorado,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,270.4,7.3,2020-05-27
Connecticut,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,548,9.5,2020-05-27
Iowa,IHSP,2020-21,2020,22,65-74 yr,Overall,Overall,186.8,7.8,2020-05-27
New Mexico,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,66.8,6.5,2020-05-27
New York,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,143.4,10.4,2020-05-27
Ohio,IHSP,2020-21,2020,22,65-74 yr,Overall,Overall,120.8,12.5,2020-05-27
Georgia,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,216.5,7.1,2020-05-27
Maryland,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,303.1,23.7,2020-05-27
Michigan,IHSP,2020-21,2020,22,65-74 yr,Overall,Overall,214.6,6.7,2020-05-27
Oregon,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,62.4,1.2,2020-05-27
Tennessee,EIP,2020-21,2020,22,65-74 yr,Overall,Overall,137.2,4.1,2020-05-27
Utah,IHSP,2020-21,2020,22,65-74 yr,Overall,Overall,95.3,10,2020-05-27
Minnesota,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,167.4,8.2,2020-06-03
Ohio,IHSP,2020-21,2020,23,65-74 yr,Overall,Overall,126.5,5.7,2020-06-03
New York,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,148.1,4.8,2020-06-03
New Mexico,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,71.2,4.4,2020-06-03
Iowa,IHSP,2020-21,2020,23,65-74 yr,Overall,Overall,202.4,15.6,2020-06-03
Maryland,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,319.8,16.7,2020-06-03
Utah,IHSP,2020-21,2020,23,65-74 yr,Overall,Overall,106.6,11.3,2020-06-03
Tennessee,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,152.3,15.2,2020-06-03
Oregon,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,65.3,2.9,2020-06-03
Michigan,IHSP,2020-21,2020,23,65-74 yr,Overall,Overall,216.2,1.7,2020-06-03
Georgia,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,224.2,7.7,2020-06-03
Connecticut,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,561.4,13.3,2020-06-03
Colorado,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,275.5,5.2,2020-06-03
California,EIP,2020-21,2020,23,65-74 yr,Overall,Overall,69.8,4.2,2020-06-03
California,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,73.1,3.3,2020-06-10
Colorado,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,279,3.5,2020-06-10
Georgia,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,235.5,11.2,2020-06-10
Connecticut,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,569,7.6,2020-06-10
Ohio,IHSP,2020-21,2020,24,65-74 yr,Overall,Overall,133.9,7.4,2020-06-10
Minnesota,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,177.9,10.4,2020-06-10
Iowa,IHSP,2020-21,2020,24,65-74 yr,Overall,Overall,202.4,0,2020-06-10
Michigan,IHSP,2020-21,2020,24,65-74 yr,Overall,Overall,217,0.8,2020-06-10
Maryland,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,331.2,11.4,2020-06-10
Oregon,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,67.1,1.8,2020-06-10
Tennessee,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,161.3,9,2020-06-10
Utah,IHSP,2020-21,2020,24,65-74 yr,Overall,Overall,114.1,7.5,2020-06-10
New Mexico,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,75.5,4.4,2020-06-10
New York,EIP,2020-21,2020,24,65-74 yr,Overall,Overall,152,3.9,2020-06-10
California,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,77.3,4.2,2020-06-17
Michigan,IHSP,2020-21,2020,25,65-74 yr,Overall,Overall,219.5,2.5,2020-06-17
Maryland,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,341,9.8,2020-06-17
Tennessee,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,174.4,13.1,2020-06-17
Oregon,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,73.6,6.5,2020-06-17
Ohio,IHSP,2020-21,2020,25,65-74 yr,Overall,Overall,139.6,5.7,2020-06-17
New York,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,155.9,3.9,2020-06-17
New Mexico,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,80.6,5.1,2020-06-17
Minnesota,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,186,8.2,2020-06-17
Utah,IHSP,2020-21,2020,25,65-74 yr,Overall,Overall,122.9,8.8,2020-06-17
Iowa,IHSP,2020-21,2020,25,65-74 yr,Overall,Overall,202.4,0,2020-06-17
Georgia,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,247,11.5,2020-06-17
Connecticut,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,571.9,2.9,2020-06-17
Colorado,EIP,2020-21,2020,25,65-74 yr,Overall,Overall,281.6,2.6,2020-06-17
California,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,84.3,7,2020-06-24
Colorado,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,283.3,1.7,2020-06-24
Georgia,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,262.4,15.4,2020-06-24
Connecticut,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,573.8,1.9,2020-06-24
Oregon,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,76.5,2.9,2020-06-24
Tennessee,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,188.8,14.5,2020-06-24
Utah,IHSP,2020-21,2020,26,65-74 yr,Overall,Overall,136.6,13.8,2020-06-24
Iowa,IHSP,2020-21,2020,26,65-74 yr,Overall,Overall,202.4,0,2020-06-24
Maryland,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,347.4,6.4,2020-06-24
Michigan,IHSP,2020-21,2020,26,65-74 yr,Overall,Overall,221.2,1.7,2020-06-24
New York,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,159.8,3.9,2020-06-24
Ohio,IHSP,2020-21,2020,26,65-74 yr,Overall,Overall,147,7.4,2020-06-24
Minnesota,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,190.5,4.5,2020-06-24
New Mexico,EIP,2020-21,2020,26,65-74 yr,Overall,Overall,84.2,3.6,2020-06-24
Ohio,IHSP,2020-21,2020,27,65-74 yr,Overall,Overall,154.9,8,2020-07-01
New York,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,162.4,2.6,2020-07-01
New Mexico,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,91.5,7.3,2020-07-01
Minnesota,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,199.4,8.9,2020-07-01
Utah,IHSP,2020-21,2020,27,65-74 yr,Overall,Overall,154.2,17.6,2020-07-01
Tennessee,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,204,15.2,2020-07-01
Oregon,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,79.4,2.9,2020-07-01
California,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,96.4,12.1,2020-07-01
Colorado,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,291.5,8.2,2020-07-01
Georgia,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,297,34.6,2020-07-01
Connecticut,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,576.6,2.9,2020-07-01
Iowa,IHSP,2020-21,2020,27,65-74 yr,Overall,Overall,210.2,7.8,2020-07-01
Michigan,IHSP,2020-21,2020,27,65-74 yr,Overall,Overall,222,0.8,2020-07-01
Maryland,EIP,2020-21,2020,27,65-74 yr,Overall,Overall,358.1,10.7,2020-07-01
California,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,106.5,10,2020-07-08
Colorado,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,303.2,11.7,2020-07-08
Connecticut,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,580.4,3.8,2020-07-08
Iowa,IHSP,2020-21,2020,28,65-74 yr,Overall,Overall,210.2,0,2020-07-08
Maryland,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,368.8,10.7,2020-07-08
New Mexico,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,106.8,15.3,2020-07-08
New York,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,169.3,6.9,2020-07-08
Ohio,IHSP,2020-21,2020,28,65-74 yr,Overall,Overall,168.6,13.7,2020-07-08
Georgia,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,343.9,46.8,2020-07-08
Michigan,IHSP,2020-21,2020,28,65-74 yr,Overall,Overall,223.7,1.7,2020-07-08
Oregon,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,85.3,5.9,2020-07-08
Tennessee,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,244.7,40.7,2020-07-08
Utah,IHSP,2020-21,2020,28,65-74 yr,Overall,Overall,170.5,16.3,2020-07-08
Minnesota,EIP,2020-21,2020,28,65-74 yr,Overall,Overall,210.6,11.2,2020-07-08
Iowa,IHSP,2020-21,2020,29,65-74 yr,Overall,Overall,225.8,15.6,2020-07-15
Utah,IHSP,2020-21,2020,29,65-74 yr,Overall,Overall,193.1,22.6,2020-07-15
Tennessee,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,281.2,36.5,2020-07-15
Oregon,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,90,4.7,2020-07-15
Michigan,IHSP,2020-21,2020,29,65-74 yr,Overall,Overall,229.5,5.8,2020-07-15
Maryland,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,378.8,10,2020-07-15
Ohio,IHSP,2020-21,2020,29,65-74 yr,Overall,Overall,184,15.4,2020-07-15
New York,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,174.5,5.2,2020-07-15
New Mexico,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,120.6,13.8,2020-07-15
Minnesota,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,219.2,8.6,2020-07-15
Georgia,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,397.8,53.9,2020-07-15
California,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,121.3,14.9,2020-07-15
Colorado,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,311.4,8.2,2020-07-15
Connecticut,EIP,2020-21,2020,29,65-74 yr,Overall,Overall,585.2,4.8,2020-07-15
California,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,139.2,17.9,2020-07-22
Colorado,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,315.7,4.3,2020-07-22
Georgia,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,437.9,40.1,2020-07-22
Connecticut,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,589,3.8,2020-07-22
Ohio,IHSP,2020-21,2020,30,65-74 yr,Overall,Overall,199.9,16,2020-07-22
Iowa,IHSP,2020-21,2020,30,65-74 yr,Overall,Overall,249.1,23.4,2020-07-22
Maryland,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,393.4,14.6,2020-07-22
Michigan,IHSP,2020-21,2020,30,65-74 yr,Overall,Overall,234.5,5,2020-07-22
Oregon,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,95.3,5.3,2020-07-22
Tennessee,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,307.4,26.2,2020-07-22
Utah,IHSP,2020-21,2020,30,65-74 yr,Overall,Overall,204.3,11.3,2020-07-22
Minnesota,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,230,10.8,2020-07-22
New Mexico,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,129.3,8.7,2020-07-22
New York,EIP,2020-21,2020,30,65-74 yr,Overall,Overall,176.2,1.7,2020-07-22
California,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,153.8,14.6,2020-07-29
Iowa,IHSP,2020-21,2020,31,65-74 yr,Overall,Overall,272.5,23.4,2020-07-29
Maryland,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,410.3,16.9,2020-07-29
Tennessee,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,328.1,20.7,2020-07-29
Oregon,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,100.6,5.3,2020-07-29
Michigan,IHSP,2020-21,2020,31,65-74 yr,Overall,Overall,242,7.5,2020-07-29
Ohio,IHSP,2020-21,2020,31,65-74 yr,Overall,Overall,215.9,16,2020-07-29
New York,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,178.4,2.2,2020-07-29
New Mexico,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,134.4,5.1,2020-07-29
Minnesota,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,244.8,14.9,2020-07-29
Utah,IHSP,2020-21,2020,31,65-74 yr,Overall,Overall,218.1,13.8,2020-07-29
Georgia,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,468.7,30.8,2020-07-29
Connecticut,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,595.7,6.7,2020-07-29
Colorado,EIP,2020-21,2020,31,65-74 yr,Overall,Overall,320.9,5.2,2020-07-29
Georgia,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,498.2,29.5,2020-08-05
Connecticut,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,602.4,6.7,2020-08-05
California,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,166.5,12.7,2020-08-05
Colorado,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,329.1,8.2,2020-08-05
Oregon,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,107.1,6.5,2020-08-05
Tennessee,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,350.1,22.1,2020-08-05
Utah,IHSP,2020-21,2020,32,65-74 yr,Overall,Overall,225.7,7.5,2020-08-05
Iowa,IHSP,2020-21,2020,32,65-74 yr,Overall,Overall,280.3,7.8,2020-08-05
Maryland,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,423.6,13.4,2020-08-05
Michigan,IHSP,2020-21,2020,32,65-74 yr,Overall,Overall,245.3,3.3,2020-08-05
Ohio,IHSP,2020-21,2020,32,65-74 yr,Overall,Overall,226.1,10.3,2020-08-05
New York,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,180.5,2.2,2020-08-05
Minnesota,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,260.5,15.6,2020-08-05
New Mexico,EIP,2020-21,2020,32,65-74 yr,Overall,Overall,138.7,4.4,2020-08-05
Ohio,IHSP,2020-21,2020,33,65-74 yr,Overall,Overall,235.3,9.1,2020-08-12
New York,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,184,3.5,2020-08-12
New Mexico,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,143.1,4.4,2020-08-12
Minnesota,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,275,14.5,2020-08-12
Utah,IHSP,2020-21,2020,33,65-74 yr,Overall,Overall,236.9,11.3,2020-08-12
Tennessee,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,369.4,19.3,2020-08-12
Oregon,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,115.9,8.8,2020-08-12
Colorado,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,335.1,6,2020-08-12
California,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,178,11.5,2020-08-12
Georgia,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,518.7,20.5,2020-08-12
Connecticut,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,606.2,3.8,2020-08-12
Iowa,IHSP,2020-21,2020,33,65-74 yr,Overall,Overall,303.6,23.4,2020-08-12
Michigan,IHSP,2020-21,2020,33,65-74 yr,Overall,Overall,247.8,2.5,2020-08-12
Maryland,EIP,2020-21,2020,33,65-74 yr,Overall,Overall,433.1,9.4,2020-08-12
California,EIP,2020-21,2020,34,65-74 yr,Overall,Overall,191.4,13.3,2020-08-19
Georgia,EIP,2020-21,2020,34,65-74 yr,Overall,Overall,543.7,25,2020-08-19
Colorado,EIP,2020-21,2020,34,65-74 yr,Overall,Overall,339.5,4.3,2020-08-19
Connecticut,EIP,2020-21,2020,34,65-74 yr,Overall,Overall,610.9,4.8,2020-08-19
Iowa,IHSP,2020-21,2020,34,65-74 yr,Overall,Overall,303.6,0,2020-08-19
Maryland,EIP,2020-21,2020,34,65-74 yr,Overall,Overall,443.4,10.3,2020-08-19
Michigan,IHSP,2020-21,2020,34,65-74 yr,Overall,Overall,251.1,3.3,2020-08-19
Oregon,EIP,2020-21,2020,34,65-74 yr,Overall,Overall,121.2,5.3,2020-08-19
Tennessee,EIP,2020-21,2020,34,65-74 yr,Overall,Overall,388.7,19.3,2020-08-19
Utah,IHSP,2020-21,2020,34,65-74 yr,Overall,Overall,248.2,11.3,2020-08-19
Minnesota,EIP,2020-21,2020,34,65-74 yr,Overall,Overall,287.3,12.3,2020-08-19
