catchment,network,year,mmwr_year,mmwr_week,age_category,sex,race,cumulative_rate,weekly_rate,derived_date
Georgia,EIP,2020-21,2020,53,Overall,Overall,Overall,439.5,26.9,2020-12-30
Oregon,EIP,2020-21,2020,53,Overall,Overall,Overall,160.6,6.4,2020-12-30
Ohio,IHSP,2020-21,2020,53,Overall,Overall,Overall,188.6,4.5,2020-12-30
New York,EIP,2020-21,2020,53,Overall,Overall,Overall,328.1,38,2020-12-30
New Mexico,EIP,2020-21,2020,53,Overall,Overall,Overall,426.3,25.3,2020-12-30
Minnesota,EIP,2020-21,2020,53,Overall,Overall,Overall,410.7,12.8,2020-12-30
Michigan,IHSP,2020-21,2020,53,Overall,Overall,Overall,313,15.1,2020-12-30
Maryland,EIP,2020-21,2020,53,Overall,Overall,Overall,443.7,20.9,2020-12-30
Utah,IHSP,2020-21,2020,53,Overall,Overall,Overall,339.4,13.1,2020-12-30
Tennessee,EIP,2020-21,2020,53,Overall,Overall,Overall,476.9,30.7,2020-12-30
Iowa,IHSP,2020-21,2020,53,Overall,Overall,Overall,541.8,11.4,2020-12-30
Iowa,IHSP,2020-21,2021,1,Overall,Overall,Overall,552.5,10.7,2021-01-01
Tennessee,EIP,2020-21,2021,1,Overall,Overall,Overall,508.5,31.6,2021-01-01
Utah,IHSP,2020-21,2021,1,Overall,Overall,Overall,357,17.7,2021-01-01
Maryland,EIP,2020-21,2021,1,Overall,Overall,Overall,466.5,22.8,2021-01-01
Michigan,IHSP,2020-21,2021,1,Overall,Overall,Overall,328.2,15.2,2021-01-01
Minnesota,EIP,2020-21,2021,1,Overall,Overall,Overall,421.2,10.5,2021-01-01
New Mexico,EIP,2020-21,2021,1,Overall,Overall,Overall,451.1,24.9,2021-01-01
New York,EIP,2020-21,2021,1,Overall,Overall,Overall,366.3,38.2,2021-01-01
Ohio,IHSP,2020-21,2021,1,Overall,Overall,Overall,193.3,4.7,2021-01-01
Oregon,EIP,2020-21,2021,1,Overall,Overall,Overall,167.7,7.1,2021-01-01
Georgia,EIP,2020-21,2021,1,Overall,Overall,Overall,469.7,30.1,2021-01-01
California,EIP,2020-21,2021,1,Overall,Overall,Overall,259.6,21.7,2021-01-01
Colorado,EIP,2020-21,2021,1,Overall,Overall,Overall,401.6,11.6,2021-01-01
Connecticut,EIP,2020-21,2021,1,Overall,Overall,Overall,620.2,23.5,2021-01-01
Connecticut,EIP,2020-21,2021,2,Overall,Overall,Overall,648.2,27.9,2021-01-08
Colorado,EIP,2020-21,2021,2,Overall,Overall,Overall,411.6,10.1,2021-01-08
California,EIP,2020-21,2021,2,Overall,Overall,Overall,278.7,19.1,2021-01-08
Georgia,EIP,2020-21,2021,2,Overall,Overall,Overall,499.1,29.4,2021-01-08
Oregon,EIP,2020-21,2021,2,Overall,Overall,Overall,173.3,5.6,2021-01-08
Ohio,IHSP,2020-21,2021,2,Overall,Overall,Overall,197.2,4,2021-01-08
New York,EIP,2020-21,2021,2,Overall,Overall,Overall,398.9,32.5,2021-01-08
New Mexico,EIP,2020-21,2021,2,Overall,Overall,Overall,470.1,19,2021-01-08
Minnesota,EIP,2020-21,2021,2,Overall,Overall,Overall,430.2,9,2021-01-08
Michigan,IHSP,2020-21,2021,2,Overall,Overall,Overall,339,10.8,2021-01-08
Maryland,EIP,2020-21,2021,2,Overall,Overall,Overall,487.2,20.7,2021-01-08
Tennessee,EIP,2020-21,2021,2,Overall,Overall,Overall,532.6,24.1,2021-01-08
Utah,IHSP,2020-21,2021,2,Overall,Overall,Overall,372.5,15.5,2021-01-08
Iowa,IHSP,2020-21,2021,2,Overall,Overall,Overall,569.2,16.8,2021-01-08
Iowa,IHSP,2020-21,2021,3,Overall,Overall,Overall,588.3,19.1,2021-01-15
Tennessee,EIP,2020-21,2021,3,Overall,Overall,Overall,551.9,19.3,2021-01-15
Utah,IHSP,2020-21,2021,3,Overall,Overall,Overall,383.8,11.3,2021-01-15
Maryland,EIP,2020-21,2021,3,Overall,Overall,Overall,505.7,18.6,2021-01-15
Michigan,IHSP,2020-21,2021,3,Overall,Overall,Overall,347.4,8.4,2021-01-15
Minnesota,EIP,2020-21,2021,3,Overall,Overall,Overall,438.2,8,2021-01-15
New Mexico,EIP,2020-21,2021,3,Overall,Overall,Overall,489.5,19.4,2021-01-15
New York,EIP,2020-21,2021,3,Overall,Overall,Overall,428.8,29.9,2021-01-15
Ohio,IHSP,2020-21,2021,3,Overall,Overall,Overall,201,3.7,2021-01-15
Oregon,EIP,2020-21,2021,3,Overall,Overall,Overall,178.5,5.2,2021-01-15
Georgia,EIP,2020-21,2021,3,Overall,Overall,Overall,524,24.9,2021-01-15
California,EIP,2020-21,2021,3,Overall,Overall,Overall,294.8,16.1,2021-01-15
Colorado,EIP,2020-21,2021,3,Overall,Overall,Overall,420.4,8.8,2021-01-15
Connecticut,EIP,2020-21,2021,3,Overall,Overall,Overall,671.7,23.5,2021-01-15
Connecticut,EIP,2020-21,2021,4,Overall,Overall,Overall,692.4,20.7,2021-01-22
Colorado,EIP,2020-21,2021,4,Overall,Overall,Overall,429.1,8.7,2021-01-22
California,EIP,2020-21,2021,4,Overall,Overall,Overall,306.7,11.9,2021-01-22
Georgia,EIP,2020-21,2021,4,Overall,Overall,Overall,546.2,22.2,2021-01-22
Oregon,EIP,2020-21,2021,4,Overall,Overall,Overall,183.3,4.8,2021-01-22
Ohio,IHSP,2020-21,2021,4,Overall,Overall,Overall,202.8,1.8,2021-01-22
New York,EIP,2020-21,2021,4,Overall,Overall,Overall,451.3,22.5,2021-01-22
New Mexico,EIP,2020-21,2021,4,Overall,Overall,Overall,504.2,14.7,2021-01-22
Minnesota,EIP,2020-21,2021,4,Overall,Overall,Overall,445.1,6.9,2021-01-22
Michigan,IHSP,2020-21,2021,4,Overall,Overall,Overall,354.5,7.2,2021-01-22
Maryland,EIP,2020-21,2021,4,Overall,Overall,Overall,522.4,16.7,2021-01-22
Tennessee,EIP,2020-21,2021,4,Overall,Overall,Overall,565.4,13.5,2021-01-22
Utah,IHSP,2020-21,2021,4,Overall,Overall,Overall,393.6,9.8,2021-01-22
Iowa,IHSP,2020-21,2021,4,Overall,Overall,Overall,598.2,9.9,2021-01-22
Iowa,IHSP,2020-21,2021,5,Overall,Overall,Overall,608.1,9.9,2021-01-29
Tennessee,EIP,2020-21,2021,5,Overall,Overall,Overall,579.5,14.1,2021-01-29
Utah,IHSP,2020-21,2021,5,Overall,Overall,Overall,400.8,7.2,2021-01-29
Maryland,EIP,2020-21,2021,5,Overall,Overall,Overall,536.7,14.3,2021-01-29
Michigan,IHSP,2020-21,2021,5,Overall,Overall,Overall,360.5,6,2021-01-29
Minnesota,EIP,2020-21,2021,5,Overall,Overall,Overall,451.8,6.7,2021-01-29
New Mexico,EIP,2020-21,2021,5,Overall,Overall,Overall,515.1,10.9,2021-01-29
New York,EIP,2020-21,2021,5,Overall,Overall,Overall,468.2,17,2021-01-29
Ohio,IHSP,2020-21,2021,5,Overall,Overall,Overall,205,2.2,2021-01-29
Oregon,EIP,2020-21,2021,5,Overall,Overall,Overall,187.2,3.8,2021-01-29
Georgia,EIP,2020-21,2021,5,Overall,Overall,Overall,564.7,18.5,2021-01-29
California,EIP,2020-21,2021,5,Overall,Overall,Overall,317.5,10.8,2021-01-29
Colorado,EIP,2020-21,2021,5,Overall,Overall,Overall,436.6,7.5,2021-01-29
Connecticut,EIP,2020-21,2021,5,Overall,Overall,Overall,714.5,22.1,2021-01-29
Connecticut,EIP,2020-21,2021,6,Overall,Overall,Overall,730.7,16.2,2021-02-05
Colorado,EIP,2020-21,2021,6,Overall,Overall,Overall,442.6,6,2021-02-05
California,EIP,2020-21,2021,6,Overall,Overall,Overall,325,7.6,2021-02-05
Georgia,EIP,2020-21,2021,6,Overall,Overall,Overall,580.1,15.4,2021-02-05
Oregon,EIP,2020-21,2021,6,Overall,Overall,Overall,190.2,3.1,2021-02-05
Ohio,IHSP,2020-21,2021,6,Overall,Overall,Overall,206.3,1.3,2021-02-05
New York,EIP,2020-21,2021,6,Overall,Overall,Overall,480.9,12.7,2021-02-05
New Mexico,EIP,2020-21,2021,6,Overall,Overall,Overall,523.2,8.1,2021-02-05
Minnesota,EIP,2020-21,2021,6,Overall,Overall,Overall,458.4,6.6,2021-02-05
Michigan,IHSP,2020-21,2021,6,Overall,Overall,Overall,364,3.5,2021-02-05
Maryland,EIP,2020-21,2021,6,Overall,Overall,Overall,546.8,10,2021-02-05
Utah,IHSP,2020-21,2021,6,Overall,Overall,Overall,408.1,7.3,2021-02-05
Tennessee,EIP,2020-21,2021,6,Overall,Overall,Overall,588.9,9.4,2021-02-05
Iowa,IHSP,2020-21,2021,6,Overall,Overall,Overall,614.2,6.1,2021-02-05
Iowa,IHSP,2020-21,2021,7,Overall,Overall,Overall,621.8,7.6,2021-02-12
Tennessee,EIP,2020-21,2021,7,Overall,Overall,Overall,597.7,8.8,2021-02-12
Utah,IHSP,2020-21,2021,7,Overall,Overall,Overall,415.3,7.2,2021-02-12
Maryland,EIP,2020-21,2021,7,Overall,Overall,Overall,556.3,9.5,2021-02-12
Michigan,IHSP,2020-21,2021,7,Overall,Overall,Overall,368.5,4.5,2021-02-12
Minnesota,EIP,2020-21,2021,7,Overall,Overall,Overall,463.1,4.7,2021-02-12
New Mexico,EIP,2020-21,2021,7,Overall,Overall,Overall,531.1,7.9,2021-02-12
New York,EIP,2020-21,2021,7,Overall,Overall,Overall,490.6,9.7,2021-02-12
Ohio,IHSP,2020-21,2021,7,Overall,Overall,Overall,208.6,2.2,2021-02-12
Oregon,EIP,2020-21,2021,7,Overall,Overall,Overall,192.5,2.2,2021-02-12
Georgia,EIP,2020-21,2021,7,Overall,Overall,Overall,593.4,13.3,2021-02-12
California,EIP,2020-21,2021,7,Overall,Overall,Overall,330.8,5.7,2021-02-12
Colorado,EIP,2020-21,2021,7,Overall,Overall,Overall,449.3,6.7,2021-02-12
Connecticut,EIP,2020-21,2021,7,Overall,Overall,Overall,744.5,13.8,2021-02-12
Connecticut,EIP,2020-21,2021,8,Overall,Overall,Overall,755.7,11.2,2021-02-19
Colorado,EIP,2020-21,2021,8,Overall,Overall,Overall,454.7,5.4,2021-02-19
California,EIP,2020-21,2021,8,Overall,Overall,Overall,336.5,5.7,2021-02-19
Georgia,EIP,2020-21,2021,8,Overall,Overall,Overall,604.4,11.1,2021-02-19
Oregon,EIP,2020-21,2021,8,Overall,Overall,Overall,194.2,1.7,2021-02-19
Ohio,IHSP,2020-21,2021,8,Overall,Overall,Overall,209.6,1.1,2021-02-19
New York,EIP,2020-21,2021,8,Overall,Overall,Overall,499.8,9.2,2021-02-19
New Mexico,EIP,2020-21,2021,8,Overall,Overall,Overall,536.5,5.4,2021-02-19
Minnesota,EIP,2020-21,2021,8,Overall,Overall,Overall,468.8,5.7,2021-02-19
Michigan,IHSP,2020-21,2021,8,Overall,Overall,Overall,373.6,5.1,2021-02-19
Maryland,EIP,2020-21,2021,8,Overall,Overall,Overall,565.3,9,2021-02-19
Utah,IHSP,2020-21,2021,8,Overall,Overall,Overall,420.3,5,2021-02-19
Tennessee,EIP,2020-21,2021,8,Overall,Overall,Overall,606.9,9.2,2021-02-19
Iowa,IHSP,2020-21,2021,8,Overall,Overall,Overall,628.7,6.9,2021-02-19
Iowa,IHSP,2020-21,2021,9,Overall,Overall,Overall,631,2.3,2021-02-26
Tennessee,EIP,2020-21,2021,9,Overall,Overall,Overall,613.5,6.6,2021-02-26
Utah,IHSP,2020-21,2021,9,Overall,Overall,Overall,425.1,4.8,2021-02-26
Maryland,EIP,2020-21,2021,9,Overall,Overall,Overall,573.2,7.8,2021-02-26
Michigan,IHSP,2020-21,2021,9,Overall,Overall,Overall,379.2,5.6,2021-02-26
Minnesota,EIP,2020-21,2021,9,Overall,Overall,Overall,472.5,3.7,2021-02-26
New Mexico,EIP,2020-21,2021,9,Overall,Overall,Overall,540.7,4.1,2021-02-26
New York,EIP,2020-21,2021,9,Overall,Overall,Overall,508.4,8.6,2021-02-26
Ohio,IHSP,2020-21,2021,9,Overall,Overall,Overall,210.9,1.3,2021-02-26
Oregon,EIP,2020-21,2021,9,Overall,Overall,Overall,196.1,1.9,2021-02-26
Georgia,EIP,2020-21,2021,9,Overall,Overall,Overall,614.5,10,2021-02-26
California,EIP,2020-21,2021,9,Overall,Overall,Overall,340.7,4.3,2021-02-26
Colorado,EIP,2020-21,2021,9,Overall,Overall,Overall,459.6,4.9,2021-02-26
Connecticut,EIP,2020-21,2021,9,Overall,Overall,Overall,769.4,13.7,2021-02-26
Connecticut,EIP,2020-21,2021,10,Overall,Overall,Overall,785.3,15.9,2021-03-05
Colorado,EIP,2020-21,2021,10,Overall,Overall,Overall,464.6,5,2021-03-05
California,EIP,2020-21,2021,10,Overall,Overall,Overall,344.5,3.8,2021-03-05
Georgia,EIP,2020-21,2021,10,Overall,Overall,Overall,623.2,8.7,2021-03-05
Oregon,EIP,2020-21,2021,10,Overall,Overall,Overall,198.3,2.3,2021-03-05
Ohio,IHSP,2020-21,2021,10,Overall,Overall,Overall,212.6,1.7,2021-03-05
New York,EIP,2020-21,2021,10,Overall,Overall,Overall,516.1,7.7,2021-03-05
New Mexico,EIP,2020-21,2021,10,Overall,Overall,Overall,545.5,4.8,2021-03-05
Minnesota,EIP,2020-21,2021,10,Overall,Overall,Overall,478.3,5.7,2021-03-05
Michigan,IHSP,2020-21,2021,10,Overall,Overall,Overall,387.1,8,2021-03-05
Maryland,EIP,2020-21,2021,10,Overall,Overall,Overall,581.4,8.2,2021-03-05
Utah,IHSP,2020-21,2021,10,Overall,Overall,Overall,429.4,4.3,2021-03-05
Tennessee,EIP,2020-21,2021,10,Overall,Overall,Overall,620.2,6.7,2021-03-05
Iowa,IHSP,2020-21,2021,10,Overall,Overall,Overall,637.8,6.9,2021-03-05
Iowa,IHSP,2020-21,2021,11,Overall,Overall,Overall,645.4,7.6,2021-03-12
Tennessee,EIP,2020-21,2021,11,Overall,Overall,Overall,629.9,9.6,2021-03-12
Utah,IHSP,2020-21,2021,11,Overall,Overall,Overall,433.1,3.7,2021-03-12
Maryland,EIP,2020-21,2021,11,Overall,Overall,Overall,591.8,10.4,2021-03-12
Michigan,IHSP,2020-21,2021,11,Overall,Overall,Overall,396.8,9.6,2021-03-12
Minnesota,EIP,2020-21,2021,11,Overall,Overall,Overall,485.3,7.1,2021-03-12
New Mexico,EIP,2020-21,2021,11,Overall,Overall,Overall,550.5,5.1,2021-03-12
New York,EIP,2020-21,2021,11,Overall,Overall,Overall,523.6,7.5,2021-03-12
Ohio,IHSP,2020-21,2021,11,Overall,Overall,Overall,213.6,0.9,2021-03-12
Oregon,EIP,2020-21,2021,11,Overall,Overall,Overall,200.1,1.7,2021-03-12
Georgia,EIP,2020-21,2021,11,Overall,Overall,Overall,631.8,8.6,2021-03-12
California,EIP,2020-21,2021,11,Overall,Overall,Overall,347.8,3.3,2021-03-12
Colorado,EIP,2020-21,2021,11,Overall,Overall,Overall,469.9,5.3,2021-03-12
Connecticut,EIP,2020-21,2021,11,Overall,Overall,Overall,800.9,15.6,2021-03-12
Connecticut,EIP,2020-21,2021,12,Overall,Overall,Overall,818,17.1,2021-03-19
Colorado,EIP,2020-21,2021,12,Overall,Overall,Overall,475.7,5.8,2021-03-19
California,EIP,2020-21,2021,12,Overall,Overall,Overall,350.5,2.7,2021-03-19
Georgia,EIP,2020-21,2021,12,Overall,Overall,Overall,641.4,9.6,2021-03-19
Oregon,EIP,2020-21,2021,12,Overall,Overall,Overall,202.2,2.1,2021-03-19
Ohio,IHSP,2020-21,2021,12,Overall,Overall,Overall,215.4,1.8,2021-03-19
New York,EIP,2020-21,2021,12,Overall,Overall,Overall,533.8,10.2,2021-03-19
New Mexico,EIP,2020-21,2021,12,Overall,Overall,Overall,554.3,3.8,2021-03-19
Minnesota,EIP,2020-21,2021,12,Overall,Overall,Overall,493.5,8.1,2021-03-19
Michigan,IHSP,2020-21,2021,12,Overall,Overall,Overall,413.8,17,2021-03-19
Maryland,EIP,2020-21,2021,12,Overall,Overall,Overall,603.8,12,2021-03-19
Utah,IHSP,2020-21,2021,12,Overall,Overall,Overall,437,3.9,2021-03-19
Tennessee,EIP,2020-21,2021,12,Overall,Overall,Overall,640.9,11,2021-03-19
Iowa,IHSP,2020-21,2021,12,Overall,Overall,Overall,646.2,0.8,2021-03-19
Iowa,IHSP,2020-21,2021,13,Overall,Overall,Overall,650,3.8,2021-03-26
Tennessee,EIP,2020-21,2021,13,Overall,Overall,Overall,651.2,10.3,2021-03-26
Utah,IHSP,2020-21,2021,13,Overall,Overall,Overall,440.5,3.5,2021-03-26
Maryland,EIP,2020-21,2021,13,Overall,Overall,Overall,618.2,14.4,2021-03-26
Michigan,IHSP,2020-21,2021,13,Overall,Overall,Overall,439.1,25.3,2021-03-26
Minnesota,EIP,2020-21,2021,13,Overall,Overall,Overall,503.5,10,2021-03-26
New Mexico,EIP,2020-21,2021,13,Overall,Overall,Overall,557.4,3.1,2021-03-26
New York,EIP,2020-21,2021,13,Overall,Overall,Overall,543.7,9.9,2021-03-26
Ohio,IHSP,2020-21,2021,13,Overall,Overall,Overall,217.1,1.7,2021-03-26
Oregon,EIP,2020-21,2021,13,Overall,Overall,Overall,204.7,2.5,2021-03-26
Georgia,EIP,2020-21,2021,13,Overall,Overall,Overall,648.2,6.7,2021-03-26
California,EIP,2020-21,2021,13,Overall,Overall,Overall,353.3,2.8,2021-03-26
Colorado,EIP,2020-21,2021,13,Overall,Overall,Overall,481.9,6.2,2021-03-26
Connecticut,EIP,2020-21,2021,13,Overall,Overall,Overall,835.1,17.1,2021-03-26
Connecticut,EIP,2020-21,2021,14,Overall,Overall,Overall,855,19.9,2021-04-02
Colorado,EIP,2020-21,2021,14,Overall,Overall,Overall,490.3,8.4,2021-04-02
California,EIP,2020-21,2021,14,Overall,Overall,Overall,356.2,2.9,2021-04-02
Georgia,EIP,2020-21,2021,14,Overall,Overall,Overall,657.5,9.3,2021-04-02
Oregon,EIP,2020-21,2021,14,Overall,Overall,Overall,208,3.3,2021-04-02
Ohio,IHSP,2020-21,2021,14,Overall,Overall,Overall,218.8,1.6,2021-04-02
New York,EIP,2020-21,2021,14,Overall,Overall,Overall,555.3,11.6,2021-04-02
New Mexico,EIP,2020-21,2021,14,Overall,Overall,Overall,561.7,4.3,2021-04-02
Minnesota,EIP,2020-21,2021,14,Overall,Overall,Overall,516.5,13,2021-04-02
Michigan,IHSP,2020-21,2021,14,Overall,Overall,Overall,469.9,30.8,2021-04-02
Maryland,EIP,2020-21,2021,14,Overall,Overall,Overall,633.5,15.3,2021-04-02
Utah,IHSP,2020-21,2021,14,Overall,Overall,Overall,443.8,3.3,2021-04-02
Tennessee,EIP,2020-21,2021,14,Overall,Overall,Overall,661.4,10.2,2021-04-02
Iowa,IHSP,2020-21,2021,14,Overall,Overall,Overall,655.3,5.3,2021-04-02
Iowa,IHSP,2020-21,2021,15,Overall,Overall,Overall,657.6,2.3,2021-04-09
Tennessee,EIP,2020-21,2021,15,Overall,Overall,Overall,669.8,8.4,2021-04-09
Utah,IHSP,2020-21,2021,15,Overall,Overall,Overall,447.2,3.4,2021-04-09
Maryland,EIP,2020-21,2021,15,Overall,Overall,Overall,648.4,15,2021-04-09
Michigan,IHSP,2020-21,2021,15,Overall,Overall,Overall,500.4,30.4,2021-04-09
Minnesota,EIP,2020-21,2021,15,Overall,Overall,Overall,531,14.5,2021-04-09
New Mexico,EIP,2020-21,2021,15,Overall,Overall,Overall,567.2,5.5,2021-04-09
New York,EIP,2020-21,2021,15,Overall,Overall,Overall,567.8,12.4,2021-04-09
Ohio,IHSP,2020-21,2021,15,Overall,Overall,Overall,221.1,2.3,2021-04-09
Oregon,EIP,2020-21,2021,15,Overall,Overall,Overall,211.7,3.7,2021-04-09
Georgia,EIP,2020-21,2021,15,Overall,Overall,Overall,666.9,9.4,2021-04-09
California,EIP,2020-21,2021,15,Overall,Overall,Overall,358.9,2.8,2021-04-09
Colorado,EIP,2020-21,2021,15,Overall,Overall,Overall,499.5,9.2,2021-04-09
Connecticut,EIP,2020-21,2021,15,Overall,Overall,Overall,870.3,15.3,2021-04-09
Connecticut,EIP,2020-21,2021,16,Overall,Overall,Overall,883.3,13,2021-04-16
Colorado,EIP,2020-21,2021,16,Overall,Overall,Overall,508.9,9.5,2021-04-16
California,EIP,2020-21,2021,16,Overall,Overall,Overall,361.6,2.7,2021-04-16
Georgia,EIP,2020-21,2021,16,Overall,Overall,Overall,676.7,9.9,2021-04-16
Oregon,EIP,2020-21,2021,16,Overall,Overall,Overall,217.3,5.6,2021-04-16
Ohio,IHSP,2020-21,2021,16,Overall,Overall,Overall,222.9,1.8,2021-04-16
New York,EIP,2020-21,2021,16,Overall,Overall,Overall,579.1,11.3,2021-04-16
New Mexico,EIP,2020-21,2021,16,Overall,Overall,Overall,572.2,5,2021-04-16
Minnesota,EIP,2020-21,2021,16,Overall,Overall,Overall,542.8,11.8,2021-04-16
Michigan,IHSP,2020-21,2021,16,Overall,Overall,Overall,523.8,23.4,2021-04-16
Maryland,EIP,2020-21,2021,16,Overall,Overall,Overall,661.3,12.8,2021-04-16
Utah,IHSP,2020-21,2021,16,Overall,Overall,Overall,451,3.9,2021-04-16
Tennessee,EIP,2020-21,2021,16,Overall,Overall,Overall,676.6,6.8,2021-04-16
Iowa,IHSP,2020-21,2021,16,Overall,Overall,Overall,661.4,3.8,2021-04-16
Iowa,IHSP,2020-21,2021,17,Overall,Overall,Overall,662.2,0.8,2021-04-23
Tennessee,EIP,2020-21,2021,17,Overall,Overall,Overall,681.8,5.2,2021-04-23
Utah,IHSP,2020-21,2021,17,Overall,Overall,Overall,455.3,4.2,2021-04-23
Maryland,EIP,2020-21,2021,17,Overall,Overall,Overall,671.2,9.9,2021-04-23
Michigan,IHSP,2020-21,2021,17,Overall,Overall,Overall,537.6,13.9,2021-04-23
Minnesota,EIP,2020-21,2021,17,Overall,Overall,Overall,553.6,10.7,2021-04-23
New Mexico,EIP,2020-21,2021,17,Overall,Overall,Overall,579,6.8,2021-04-23
New York,EIP,2020-21,2021,17,Overall,Overall,Overall,589.6,10.5,2021-04-23
Ohio,IHSP,2020-21,2021,17,Overall,Overall,Overall,224.8,1.9,2021-04-23
Oregon,EIP,2020-21,2021,17,Overall,Overall,Overall,222.4,5.1,2021-04-23
Georgia,EIP,2020-21,2021,17,Overall,Overall,Overall,685.3,8.6,2021-04-23
California,EIP,2020-21,2021,17,Overall,Overall,Overall,364.7,3.1,2021-04-23
Colorado,EIP,2020-21,2021,17,Overall,Overall,Overall,519.4,10.5,2021-04-23
Connecticut,EIP,2020-21,2021,17,Overall,Overall,Overall,894.6,11.3,2021-04-23
Connecticut,EIP,2020-21,2021,18,Overall,Overall,Overall,904.3,9.6,2021-04-30
Colorado,EIP,2020-21,2021,18,Overall,Overall,Overall,530,10.6,2021-04-30
California,EIP,2020-21,2021,18,Overall,Overall,Overall,367.5,2.8,2021-04-30
Georgia,EIP,2020-21,2021,18,Overall,Overall,Overall,692.4,7,2021-04-30
Oregon,EIP,2020-21,2021,18,Overall,Overall,Overall,227.6,5.2,2021-04-30
Ohio,IHSP,2020-21,2021,18,Overall,Overall,Overall,226.7,1.9,2021-04-30
New York,EIP,2020-21,2021,18,Overall,Overall,Overall,599.5,9.9,2021-04-30
New Mexico,EIP,2020-21,2021,18,Overall,Overall,Overall,584.5,5.4,2021-04-30
Minnesota,EIP,2020-21,2021,18,Overall,Overall,Overall,562.6,9.1,2021-04-30
Michigan,IHSP,2020-21,2021,18,Overall,Overall,Overall,550.7,13.1,2021-04-30
Maryland,EIP,2020-21,2021,18,Overall,Overall,Overall,679.9,8.8,2021-04-30
Tennessee,EIP,2020-21,2021,18,Overall,Overall,Overall,686.4,4.6,2021-04-30
Utah,IHSP,2020-21,2021,18,Overall,Overall,Overall,459.1,3.9,2021-04-30
Iowa,IHSP,2020-21,2021,18,Overall,Overall,Overall,663,0.8,2021-04-30
Iowa,IHSP,2020-21,2021,19,Overall,Overall,Overall,666.8,3.8,2021-05-07
Tennessee,EIP,2020-21,2021,19,Overall,Overall,Overall,690.8,4.4,2021-05-07
Utah,IHSP,2020-21,2021,19,Overall,Overall,Overall,464,4.8,2021-05-07
Maryland,EIP,2020-21,2021,19,Overall,Overall,Overall,685.9,6,2021-05-07
Michigan,IHSP,2020-21,2021,19,Overall,Overall,Overall,560,9.3,2021-05-07
Minnesota,EIP,2020-21,2021,19,Overall,Overall,Overall,569.9,7.3,2021-05-07
New Mexico,EIP,2020-21,2021,19,Overall,Overall,Overall,589.6,5.1,2021-05-07
New York,EIP,2020-21,2021,19,Overall,Overall,Overall,607.6,8.1,2021-05-07
Ohio,IHSP,2020-21,2021,19,Overall,Overall,Overall,227.7,1,2021-05-07
Oregon,EIP,2020-21,2021,19,Overall,Overall,Overall,232.3,4.7,2021-05-07
Georgia,EIP,2020-21,2021,19,Overall,Overall,Overall,698.4,6,2021-05-07
California,EIP,2020-21,2021,19,Overall,Overall,Overall,370,2.5,2021-05-07
Colorado,EIP,2020-21,2021,19,Overall,Overall,Overall,538.2,8.3,2021-05-07
Connecticut,EIP,2020-21,2021,19,Overall,Overall,Overall,908.5,4.2,2021-05-07
Connecticut,EIP,2020-21,2021,20,Overall,Overall,Overall,912.6,4.1,2021-05-14
Colorado,EIP,2020-21,2021,20,Overall,Overall,Overall,545.8,7.5,2021-05-14
California,EIP,2020-21,2021,20,Overall,Overall,Overall,372,2,2021-05-14
Georgia,EIP,2020-21,2021,20,Overall,Overall,Overall,704.3,5.9,2021-05-14
Oregon,EIP,2020-21,2021,20,Overall,Overall,Overall,236,3.7,2021-05-14
Ohio,IHSP,2020-21,2021,20,Overall,Overall,Overall,229,1.4,2021-05-14
New York,EIP,2020-21,2021,20,Overall,Overall,Overall,615.1,7.5,2021-05-14
New Mexico,EIP,2020-21,2021,20,Overall,Overall,Overall,596.1,6.5,2021-05-14
Minnesota,EIP,2020-21,2021,20,Overall,Overall,Overall,576,6.1,2021-05-14
Michigan,IHSP,2020-21,2021,20,Overall,Overall,Overall,566,6,2021-05-14
Maryland,EIP,2020-21,2021,20,Overall,Overall,Overall,690,4.1,2021-05-14
Tennessee,EIP,2020-21,2021,20,Overall,Overall,Overall,694.7,3.9,2021-05-14
Utah,IHSP,2020-21,2021,20,Overall,Overall,Overall,467.5,3.5,2021-05-14
Iowa,IHSP,2020-21,2021,20,Overall,Overall,Overall,669.8,3,2021-05-14
Iowa,IHSP,2020-21,2021,21,Overall,Overall,Overall,670.6,0.8,2021-05-21
Tennessee,EIP,2020-21,2021,21,Overall,Overall,Overall,697.2,2.5,2021-05-21
Utah,IHSP,2020-21,2021,21,Overall,Overall,Overall,470.8,3.3,2021-05-21
Maryland,EIP,2020-21,2021,21,Overall,Overall,Overall,693.2,3.1,2021-05-21
Michigan,IHSP,2020-21,2021,21,Overall,Overall,Overall,570,4.1,2021-05-21
Minnesota,EIP,2020-21,2021,21,Overall,Overall,Overall,580.5,4.6,2021-05-21
New Mexico,EIP,2020-21,2021,21,Overall,Overall,Overall,599.9,3.7,2021-05-21
New York,EIP,2020-21,2021,21,Overall,Overall,Overall,621,5.9,2021-05-21
Ohio,IHSP,2020-21,2021,21,Overall,Overall,Overall,230.5,1.5,2021-05-21
Oregon,EIP,2020-21,2021,21,Overall,Overall,Overall,239.5,3.5,2021-05-21
Georgia,EIP,2020-21,2021,21,Overall,Overall,Overall,708.8,4.6,2021-05-21
California,EIP,2020-21,2021,21,Overall,Overall,Overall,373.5,1.5,2021-05-21
Colorado,EIP,2020-21,2021,21,Overall,Overall,Overall,551.4,5.7,2021-05-21
